Time,N,Answer,Ratio,Type
5.07,12,31330,1.041555851,approx
10.13,12,31370,1.042885638,approx
30.11,12,31502,1.047273936,approx
60.13,12,30979,1.029886968,approx
300.23,12,30080,1,approx
600.28,12,30080,1,approx
1200.19,12,30080,1,approx
1.05,13,27320,1.192388268,approx
5.03,13,24291,1.060186802,approx
10.25,13,24822,1.08336243,approx
30.12,13,23031,1.005193785,approx
60.1,13,23655,1.032428422,approx
300.16,13,23031,1.005193785,approx
600.24,13,22912,1,approx
1200.22,13,22912,1,approx
1.13,14,23137,1.195587019,approx
5.23,14,20393,1.05379289,approx
10.06,14,20277,1.047798677,approx
30.11,14,21091,1.089861513,approx
60.15,14,20497,1.059167011,approx
300.23,14,19352,1,approx
600.04,14,19352,1,approx
1200.14,14,19352,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.15,6,16418,1,approx
5.08,6,16418,1,approx
10.15,6,16418,1,approx
30.1,6,16418,1,approx
60.16,6,16418,1,approx
300.05,6,16418,1,approx
600.1,6,16418,1,approx
1200.14,6,16418,1,approx
1.13,7,26480,1.069078283,approx
5.03,7,24769,1,approx
10.03,7,24769,1,approx
30.17,7,24769,1,approx
60.03,7,24769,1,approx
300.23,7,24769,1,approx
600.06,7,24769,1,approx
1200.1,7,24769,1,approx
1.13,8,22562,1,approx
5.11,8,22562,1,approx
10.06,8,22562,1,approx
30.16,8,22562,1,approx
60.22,8,22562,1,approx
300.04,8,22562,1,approx
600.2,8,22562,1,approx
1200.03,8,22562,1,approx
1.16,9,17853,1.260716051,approx
5.2,9,14161,1,approx
10.18,9,14161,1,approx
30.24,9,14161,1,approx
60.19,9,14161,1,approx
300.14,9,14161,1,approx
600.09,9,14161,1,approx
1200.03,9,14161,1,approx
1.17,10,23047,1.076007283,approx
5.24,10,21419,1,approx
10.24,10,21419,1,approx
30.11,10,21419,1,approx
60.17,10,21419,1,approx
300.06,10,21419,1,approx
600.03,10,21419,1,approx
1200.25,10,21419,1,approx
1.18,11,19573,1.435918128,approx
5.17,11,14856,1.089868682,approx
10.03,11,14835,1.088328076,approx
30.21,11,14835,1.088328076,approx
60.09,11,13631,1,approx
300.2,11,13631,1,approx
600.21,11,13631,1,approx
1200.22,11,13631,1,approx
1.17,12,33204,1.103856383,approx
5.11,12,33520,1.114361702,approx
10.21,12,30979,1.029886968,approx
30.12,12,30080,1,approx
60.22,12,30719,1.021243351,approx
300.18,12,30080,1,approx
600.09,12,30080,1,approx
1200.15,12,30080,1,approx
1.23,13,23655,1.032428422,approx
5.04,13,23723,1.035396299,approx
10.21,13,24081,1.051021299,approx
30.1,13,23800,1.038756983,approx
60.12,13,23800,1.038756983,approx
300.11,13,22912,1,approx
600.18,13,22912,1,approx
1200.11,13,22912,1,approx
1.09,14,23161,1.196827201,approx
5.05,14,20797,1.074669285,approx
10.23,14,21705,1.1215895,approx
30.12,14,21279,1.099576271,approx
60.2,14,20497,1.059167011,approx
300.17,14,19969,1.03188301,approx
600.17,14,19352,1,approx
1200.19,14,19352,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.19,6,16418,1,approx
5.15,6,16418,1,approx
10.11,6,16418,1,approx
30.23,6,16418,1,approx
60.08,6,16418,1,approx
300.12,6,16418,1,approx
600.16,6,16418,1,approx
1200.19,6,16418,1,approx
1.15,7,24976,1.008357221,approx
5.05,7,24769,1,approx
10.09,7,24769,1,approx
30.27,7,24769,1,approx
60.1,7,24769,1,approx
300.16,7,24769,1,approx
600.22,7,24769,1,approx
1200.03,7,24769,1,approx
1.19,8,22562,1,approx
5.11,8,22562,1,approx
10.08,8,22562,1,approx
30.07,8,22562,1,approx
60.1,8,22562,1,approx
300.18,8,22562,1,approx
600.19,8,22562,1,approx
1200.09,8,22562,1,approx
1.11,9,22164,1.565143705,approx
5.14,9,14161,1,approx
10.05,9,14161,1,approx
30.05,9,14161,1,approx
60.21,9,14161,1,approx
300.07,9,14161,1,approx
600.13,9,14161,1,approx
1200.07,9,14161,1,approx
1.24,10,21634,1.010037817,approx
5.14,10,21419,1,approx
10.11,10,21419,1,approx
30.26,10,21419,1,approx
60.11,10,21419,1,approx
300.09,10,21419,1,approx
600.24,10,21419,1,approx
1200.18,10,21419,1,approx
1.21,11,13822,1.014012178,approx
5.2,11,13822,1.014012178,approx
10.05,11,13822,1.014012178,approx
30.27,11,14835,1.088328076,approx
60.13,11,14835,1.088328076,approx
300.19,11,13631,1,approx
600.17,11,13631,1,approx
1200.03,11,13631,1,approx
1.17,12,33110,1.100731383,approx
5.13,12,30719,1.021243351,approx
10.13,12,30719,1.021243351,approx
30.18,12,30719,1.021243351,approx
60.05,12,30080,1,approx
300.22,12,30328,1.008244681,approx
600.06,12,30080,1,approx
1200.05,12,30080,1,approx
1.03,13,25193,1.099554818,approx
5.09,13,24747,1.080089036,approx
10.03,13,24962,1.089472765,approx
30.22,13,23723,1.035396299,approx
60.2,13,23840,1.040502793,approx
300.06,13,23031,1.005193785,approx
600.21,13,22912,1,approx
1200.12,13,22912,1,approx
1.18,14,24617,1.272064903,approx
5.06,14,22456,1.160396858,approx
10.11,14,21162,1.093530384,approx
30.04,14,22115,1.14277594,approx
60.15,14,20148,1.041132699,approx
300.2,14,19352,1,approx
600.24,14,19352,1,approx
1200.15,14,19352,1,approx
